name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,platform_era,is_top_publisher,publisher_games_count,name_length,decade,genre_Action,genre_Adventure,genre_Fighting,genre_Misc,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,platform_era_6th Gen,platform_era_7th Gen,platform_era_8th Gen,platform_era_Other,platform_era_PC,platform_era_Retro,platform_freq
Super Mario Bros. 2,NES,1988,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.7225201072386058,0.1581769436997319,0.0938337801608579,0.02546916890080429,Retro,1,702,19,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4348993288590604,0.18120805369127518,0.32483221476510066,0.05771812080536912,8th Gen,1,702,35,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
Call of Duty: World at War,X360,2008,Shooter,Activision,0.6,0.275,0.0,0.1,1.085,0.649932157394844,0.25780189959294436,0.0,0.09362279511533242,7th Gen,1,975,26,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Battlefield 3,X360,2011,Shooter,Electronic Arts,0.6,0.275,0.06,0.1,1.085,0.6076294277929155,0.2901907356948229,0.008174386920980926,0.09400544959128065,7th Gen,1,1348,13,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5239398084815322,0.29958960328317374,0.08207934336525308,0.09575923392612859,7th Gen,1,702,38,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,0.6,0.275,0.01,0.1,1.085,0.6191780821917808,0.2863013698630137,0.0013698630136986301,0.09178082191780823,8th Gen,1,975,25,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,213
Just Dance,Wii,2009,Misc,Ubisoft,0.6,0.275,0.0,0.1,1.085,0.4828060522696011,0.4167812929848693,0.0,0.10041265474552957,7th Gen,1,921,10,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Battlefield 3,PS3,2011,Shooter,Electronic Arts,0.6,0.275,0.1,0.1,1.085,0.3941908713692946,0.40525587828492393,0.04840940525587828,0.1521438450899032,7th Gen,1,1348,13,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1327
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,0.6,0.275,0.08,0.1,1.085,0.45416666666666666,0.39305555555555555,0.011111111111111112,0.14166666666666666,6th Gen,1,1348,26,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.45670391061452514,0.31005586592178774,0.19553072625698323,0.040502793296089384,Retro,1,683,8,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.5161290322580645,0.24544179523141654,0.19915848527349228,0.039270687237026654,Retro,1,683,25,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,0.6,0.275,0.1,0.1,1.085,0.6237623762376238,0.1471004243281471,0.1966053748231966,0.031117397454031116,6th Gen,1,702,23,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Mario Kart 8,WiiU,2014,Racing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4497126436781609,0.29741379310344823,0.1824712643678161,0.07040229885057471,8th Gen,1,702,12,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,143
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,0.6,0.275,0.1,0.1,1.085,0.3548850574712644,0.4525862068965517,0.034482758620689655,0.15804597701149425,8th Gen,0,71,9,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,336
Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5928057553956835,0.25467625899280577,0.1251798561151079,0.027338129496402876,6th Gen,1,702,25,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,556
Just Dance 4,Wii,2012,Misc,Ubisoft,0.6,0.275,0.0,0.1,1.085,0.5991316931982633,0.31982633863965265,0.0,0.08104196816208394,7th Gen,1,921,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
FIFA 14,PS3,2013,Sports,Electronic Arts,0.6,0.275,0.07,0.1,1.085,0.11304347826086956,0.6260869565217392,0.010144927536231885,0.2507246376811594,7th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,0.6,0.275,0.08,0.1,1.085,0.3927536231884058,0.43768115942028984,0.011594202898550725,0.15797101449275364,6th Gen,1,1348,28,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,0.6,0.275,0.1,0.1,1.085,0.42898975109809667,0.40263543191800877,0.024890190336749635,0.14494875549048317,6th Gen,1,1348,25,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2161
Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.4055636896046852,0.4099560761346998,0.027818448023426062,0.15519765739385066,7th Gen,1,683,30,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.4736070381231671,0.344574780058651,0.1378299120234604,0.0439882697947214,Retro,1,683,15,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Zumba Fitness,Wii,2010,Sports,505 Games,0.6,0.275,0.0,0.1,1.085,0.5139500734214391,0.3876651982378855,0.0,0.09838472834067549,7th Gen,0,192,13,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1324
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,0.6,0.275,0.06,0.1,1.085,0.6139053254437871,0.28402366863905326,0.008875739644970414,0.09467455621301776,7th Gen,0,189,14,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.48588410104011887,0.3343239227340267,0.031203566121842493,0.1485884101040119,7th Gen,1,683,26,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,0.6,0.275,0.1,0.1,1.085,0.46130952380952384,0.34226190476190477,0.04166666666666667,0.15476190476190477,7th Gen,1,975,30,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1327
FIFA 12,PS3,2011,Sports,Electronic Arts,0.6,0.275,0.1,0.1,1.085,0.12556053811659193,0.6457399103139013,0.016442451420029893,0.2122571001494768,7th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
Big Brain Academy,DS,2005,Misc,Nintendo,0.6,0.275,0.1,0.1,1.085,0.25037481259370314,0.416791604197901,0.23988005997001502,0.09295352323838081,Other,1,702,17,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,0.6,0.275,0.1,0.1,1.085,0.42272727272727273,0.39545454545454545,0.02575757575757576,0.15606060606060607,7th Gen,1,413,19,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
FIFA 15,PS4,2014,Sports,Electronic Arts,0.6,0.275,0.05,0.1,1.085,0.11987860394537178,0.6509863429438544,0.007587253414264037,0.22306525037936267,8th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,336
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4931714719271624,0.27921092564491656,0.15629742033383917,0.07132018209408195,7th Gen,1,702,27,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,0.6,0.275,0.1,0.1,1.085,0.38871951219512196,0.413109756097561,0.038109756097560975,0.1600609756097561,7th Gen,0,71,27,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1327
The Legend of Zelda,NES,1986,Action,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5745007680491552,0.14285714285714288,0.25960061443932414,0.021505376344086023,Retro,1,702,19,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Assassin's Creed III,PS3,2012,Action,Ubisoft,0.6,0.275,0.1,0.1,1.085,0.4061538461538462,0.39384615384615385,0.024615384615384615,0.17538461538461536,7th Gen,1,921,20,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,0.6,0.275,0.08,0.07,1.085,0.7744945567651634,0.2021772939346812,0.012441679626749611,0.010886469673405912,Other,0,189,20,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,824
Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.40093603744149764,0.24648985959438377,0.3213728549141966,0.0327613104524181,6th Gen,1,702,23,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,822
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.6,0.275,0.1,0.07,1.085,0.56875,0.18749999999999997,0.23281249999999998,0.010937500000000001,6th Gen,1,683,14,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.39906103286384975,0.24413145539906106,0.2018779342723005,0.15492957746478875,Retro,1,702,23,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,98
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,0.6,0.275,0.06,0.1,1.085,0.6823899371069182,0.21226415094339623,0.009433962264150943,0.09591194968553458,7th Gen,0,189,12,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,0.6,0.275,0.09,0.1,1.085,0.583596214511041,0.3107255520504732,0.014195583596214511,0.08990536277602523,7th Gen,1,413,19,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Super Mario Sunshine,GC,2002,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.6354992076069731,0.19968304278922347,0.13787638668779714,0.026941362916006344,6th Gen,1,702,20,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,0.6,0.275,0.1,0.1,1.085,0.3920634920634921,0.13174603174603175,0.4555555555555556,0.019047619047619046,Retro,0,381,36,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
World of Warcraft,PC,2004,Role-Playing,Activision,0.07,0.275,0.0,0.0,1.085,0.011146496815286625,0.9888535031847133,0.0,0.0,PC,1,975,17,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,959
Driver,PS,1999,Action,GT Interactive,0.6,0.275,0.02,0.1,1.085,0.4960127591706539,0.44657097288676234,0.0031897926634768745,0.052631578947368425,Retro,0,45,6,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,0.6,0.275,0.03,0.1,1.085,0.6282051282051282,0.28525641025641024,0.004807692307692307,0.08173076923076923,7th Gen,0,189,13,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1264
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,0.6,0.275,0.07,0.1,1.085,0.6490384615384615,0.25961538461538464,0.011217948717948718,0.07852564102564102,7th Gen,0,189,14,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Gears of War,X360,2006,Shooter,Microsoft Game Studios,0.6,0.275,0.07,0.1,1.085,0.5793780687397708,0.31096563011456624,0.011456628477905075,0.09819967266775777,7th Gen,0,189,12,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,0.6,0.275,0.1,0.1,1.085,0.40495867768595045,0.33223140495867765,0.143801652892562,0.11900826446280992,6th Gen,1,832,35,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,0.6,0.275,0.1,0.1,1.085,0.7412935323383084,0.1990049751243781,0.026533996683250415,0.03150912106135987,Retro,1,639,20,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,0.6,0.275,0.1,0.1,1.085,0.43615257048092865,0.2885572139303482,0.1376451077943615,0.1376451077943615,7th Gen,1,832,40,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,0.6,0.275,0.1,0.1,1.085,0.527363184079602,0.3034825870646766,0.12935323383084577,0.03980099502487562,Retro,1,832,16,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,0.6,0.275,0.1,0.1,1.085,0.4023372287145242,0.3806343906510851,0.04674457429048414,0.1686143572621035,7th Gen,0,15,14,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,0.6,0.0,0.1,0.1,1.085,0.31596638655462184,0.0,0.3915966386554622,0.292436974789916,6th Gen,0,233,17,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.47297297297297297,0.34628378378378377,0.028716216216216218,0.15202702702702703,7th Gen,1,683,15,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.113013698630137,0.11815068493150685,0.7448630136986301,0.025684931506849314,Other,1,702,46,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2163
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,0.6,0.275,0.0,0.1,1.085,0.6277873070325901,0.27958833619210977,0.0,0.09090909090909091,7th Gen,0,90,33,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Resident Evil 2,PS,1998,Action,Virgin Interactive,0.6,0.275,0.1,0.1,1.085,0.32302405498281783,0.25257731958762886,0.3470790378006873,0.07731958762886598,Retro,0,62,15,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,0.6,0.275,0.1,0.1,1.085,0.3937282229965156,0.3292682926829268,0.23693379790940766,0.04006968641114982,Retro,1,683,8,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Cooking Mama,DS,2006,Simulation,505 Games,0.6,0.275,0.07,0.1,1.085,0.5472027972027972,0.33916083916083917,0.01223776223776224,0.10139860139860139,Other,0,192,12,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2163
Destiny,PS4,2014,Shooter,Activision,0.6,0.275,0.1,0.1,1.085,0.4407079646017699,0.3628318584070796,0.02831858407079646,0.16991150442477873,8th Gen,1,975,7,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,336
Tetris,NES,1988,Puzzle,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5322580645161291,0.12365591397849461,0.32437275985663083,0.01971326164874552,Retro,1,702,6,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,98
Assassin's Creed II,PS3,2009,Action,Ubisoft,0.6,0.275,0.1,0.1,1.085,0.45601436265709155,0.35008976660682223,0.03770197486535009,0.15619389587073607,7th Gen,1,921,19,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Super Smash Bros.,N64,1999,Fighting,Nintendo,0.6,0.275,0.1,0.04,1.085,0.5315315315315315,0.10810810810810811,0.35495495495495494,0.007207207207207207,Retro,1,702,17,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319
Assassin's Creed,X360,2007,Adventure,Ubisoft,0.6,0.275,0.07,0.1,1.085,0.590990990990991,0.2972972972972973,0.012612612612612614,0.09909909909909911,7th Gen,1,921,16,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.6,0.275,0.1,0.1,1.085,0.488245931283906,0.34538878842676307,0.019891500904159132,0.14466546112115733,7th Gen,0,232,19,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,0.6,0.275,0.1,0.1,1.085,0.5426497277676952,0.3484573502722323,0.018148820326678767,0.09255898366606172,7th Gen,0,189,18,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1264
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.275,0.1,0.1,1.085,0.08545454545454545,0.10363636363636362,0.7509090909090909,0.06181818181818182,7th Gen,0,381,28,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1213
Super Mario Advance,GBA,2001,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5719489981785064,0.22586520947176683,0.1657559198542805,0.03642987249544627,6th Gen,1,702,19,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,0.6,0.275,0.1,0.1,1.085,0.47897623400365635,0.29981718464351004,0.18098720292504572,0.04204753199268739,6th Gen,1,702,25,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,822
Super Mario World,GBA,2001,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5879120879120879,0.20329670329670332,0.17399267399267399,0.03663003663003663,6th Gen,1,702,17,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Pokemon Stadium,N64,1999,Strategy,Nintendo,0.6,0.275,0.1,0.09,1.085,0.5834862385321101,0.2275229357798165,0.17247706422018347,0.016513761467889906,Retro,1,702,15,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,319
Call of Duty: World at War,PS3,2008,Shooter,Activision,0.6,0.275,0.0,0.1,1.085,0.5009208103130756,0.3443830570902395,0.0,0.15469613259668508,7th Gen,1,975,26,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1327
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,0.6,0.275,0.1,0.1,1.085,0.38191881918819187,0.4225092250922509,0.04428044280442804,0.15129151291512916,6th Gen,0,23,36,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,0.6,0.275,0.0,0.1,1.085,0.3634686346863469,0.4630996309963099,0.0,0.17343173431734316,7th Gen,1,683,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,0.6,0.275,0.1,0.1,1.085,0.3246268656716418,0.23134328358208953,0.34888059701492535,0.09701492537313433,7th Gen,0,233,18,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1327
Dr. Mario,GB,1989,Puzzle,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4082397003745319,0.1797752808988764,0.37453183520599254,0.03745318352059925,Retro,1,702,9,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,98
Pokemon Pinball,GB,1999,Misc,Nintendo,0.6,0.275,0.1,0.1,1.085,0.568738229755179,0.21092278719397367,0.19020715630885124,0.030131826741996236,Retro,1,702,15,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Assassin's Creed III,X360,2012,Action,Ubisoft,0.6,0.275,0.03,0.1,1.085,0.590566037735849,0.32264150943396225,0.005660377358490566,0.08301886792452831,7th Gen,1,921,20,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,0.6,0.275,0.1,0.1,1.085,0.3056603773584906,0.14528301886792452,0.5245283018867924,0.026415094339622646,Retro,0,52,16,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1196
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,0.6,0.275,0.1,0.1,1.085,0.36294896030245744,0.20415879017013233,0.3988657844990548,0.03213610586011342,6th Gen,1,1348,17,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
Donkey Kong 64,N64,1999,Platform,Nintendo,0.6,0.275,0.1,0.06,1.085,0.6318785578747629,0.14990512333965847,0.20683111954459207,0.011385199240986717,Retro,1,702,14,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,319
Assassin's Creed II,X360,2009,Action,Ubisoft,0.6,0.275,0.08,0.1,1.085,0.5882352941176471,0.2960151802656547,0.015180265654648958,0.09677419354838711,7th Gen,1,921,19,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,0.6,0.275,0.1,0.1,1.085,0.23193916349809887,0.47148288973384034,0.1958174904942966,0.09885931558935362,Other,1,702,40,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2163
Tomb Raider II,PS,1997,Action,Eidos Interactive,0.6,0.275,0.1,0.1,1.085,0.4389312977099236,0.4694656488549618,0.03816793893129771,0.0534351145038168,Retro,0,198,14,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Madden NFL 2004,PS2,2007,Sports,Electronic Arts,0.6,0.26,0.01,0.1,1.085,0.81453154875717,0.049713193116634795,0.0019120458891013384,0.13575525812619502,6th Gen,1,1348,15,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.6,0.275,0.1,0.1,1.085,0.12476007677543187,0.14395393474088292,0.6928982725527831,0.038387715930902115,6th Gen,0,233,45,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
Diablo III,PC,2012,Role-Playing,Activision,0.6,0.275,0.0,0.1,1.085,0.4673076923076923,0.41346153846153844,0.0,0.11923076923076922,PC,1,975,10,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,959
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5634615384615385,0.24038461538461536,0.1596153846153846,0.038461538461538464,6th Gen,1,702,19,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4470134874759152,0.2504816955684008,0.2447013487475915,0.059730250481695564,8th Gen,1,702,23,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,143
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4797687861271676,0.1888246628131021,0.302504816955684,0.02890173410404624,Retro,1,702,30,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98
FIFA Soccer 13,X360,2012,Action,Electronic Arts,0.6,0.275,0.03,0.1,1.085,0.20849420849420852,0.6718146718146718,0.005791505791505791,0.11196911196911197,7th Gen,1,1348,14,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,0.6,0.275,0.1,0.1,1.085,0.36750483558994196,0.3539651837524178,0.18375241779497098,0.09477756286266925,Other,1,702,38,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.4077669902912621,0.1436893203883495,0.4271844660194175,0.021359223300970873,Retro,1,702,41,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,239
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.6,0.275,0.1,0.1,1.085,0.18640776699029124,0.39223300970873787,0.3669902912621359,0.05436893203883495,8th Gen,1,702,14,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,509
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,0.6,0.275,0.1,0.1,1.085,0.31906614785992216,0.48249027237354086,0.08560311284046693,0.11284046692607004,Other,1,639,34,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2163
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,0.6,0.275,0.1,0.1,1.085,0.38596491228070173,0.43469785575048736,0.0253411306042885,0.15594541910331386,6th Gen,1,1348,26,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2161
Kirby's Dream Land,GB,1992,Platform,Nintendo,0.6,0.275,0.1,0.1,1.085,0.5282651072124757,0.1189083820662768,0.3313840155945419,0.021442495126705655,Retro,1,702,18,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,0.6,0.275,0.05,0.1,1.085,0.6998050682261209,0.21637426900584797,0.009746588693957116,0.07407407407407407,7th Gen,0,189,9,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1264
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,0.6,0.275,0.01,0.1,1.085,0.6257309941520468,0.29824561403508776,0.0019493177387914231,0.07407407407407407,8th Gen,1,975,30,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,213
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,0.6,0.275,0.0,0.1,1.085,0.62890625,0.330078125,0.0,0.0390625,PC,0,189,26,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,959
