fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,wine_type,total_acidity,fixed_to_volatile,so2_ratio,sweetness,alcohol_band,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,quality_label
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,red,7.61,11.148,0.1692,off_dry,medium,0,1.805,0.00828,0
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,red,7.53,10.806,0.129,off_dry,medium,0,1.906,0.00849,0
8.9,0.31,0.57,2.0,0.10800000000000001,26.0,85.0,0.9971,3.26,0.53,9.7,5,red,9.78,28.71,0.3059,off_dry,medium,0,2.006,0.01113,0
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,red,8.27,18.974,0.209,off_dry,medium,0,2.006,0.00891,0
7.7,0.6799999999999999,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,red,8.48,11.324,0.3462,off_dry,medium,0,2.606,0.00866,0
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,red,8.73,15.8,0.1049,off_dry,medium,0,2.006,0.00884,0
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,red,8.71,16.122,0.1181,off_dry,medium,0,1.906,0.00863,0
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,red,9.05,16.4,0.1654,off_dry,medium,0,2.907,0.00819,0
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,red,7.02,17.297,0.4286,off_dry,medium,0,1.905,0.00755,0
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,red,7.55,10.794,0.127,off_dry,medium,0,3.812,0.01042,0
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,8.36,13.818,0.25,off_dry,medium,0,2.208,0.00732,0
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,red,8.72,13.22,0.2,off_dry,medium,0,2.006,0.00787,0
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,red,8.18,12.586,0.2727,off_dry,medium,0,2.408,0.00725,0
9.65,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.855,10.1,6,red,10.55,32.167,0.4444,off_dry,medium,0,2.004,0.00663,0
5.4,0.6799999999999999,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,red,6.16,7.941,0.1398,off_dry,very_high,1,1.209,0.00354,1
6.9,0.6799999999999999,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,red,7.64,10.147,0.3871,off_dry,high,0,2.111,0.00535,0
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,red,10.39,30.0,0.375,off_dry,medium,0,1.404,0.00544,1
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,0.855,9.3,5,red,9.65,23.784,0.269,off_dry,medium,0,2.105,0.01043,0
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,red,7.41,13.6,0.3265,off_dry,medium,0,1.507,0.00789,0
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,red,7.77,16.667,0.4103,off_dry,medium,0,1.606,0.00957,0
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,red,7.79,16.279,0.3784,off_dry,medium,0,1.606,0.00967,0
9.65,0.3,0.6400000000000001,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,10.59,32.167,0.3214,off_dry,high,0,2.602,0.0088,1
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,red,8.68,13.684,0.2167,off_dry,medium,0,1.807,0.00742,0
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,red,8.52,17.727,0.1895,off_dry,medium,0,2.709,0.01064,0
9.65,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.855,10.5,7,red,10.53,32.167,0.3684,off_dry,medium,0,2.104,0.00514,1
9.65,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.855,12.4,6,red,10.78,18.208,0.2632,off_dry,very_high,1,2.008,0.00315,0
8.0,0.6799999999999999,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,red,8.92,11.765,0.1613,off_dry,medium,0,2.809,0.0083,0
9.65,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,red,10.73,21.932,0.3333,off_dry,medium,0,2.104,0.00578,0
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,red,9.03,14.386,0.4308,off_dry,medium,0,2.209,0.00594,0
7.8,0.6799999999999999,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,red,8.56,11.471,0.2439,off_dry,medium,0,2.406,0.00939,0
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,red,7.98,14.286,0.2149,medium,medium,0,5.615,0.00571,0
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,red,9.485,13.92,0.2653,off_dry,high,0,2.008,0.00918,0
8.1,0.6799999999999999,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,red,9.0,11.912,0.2683,off_dry,medium,0,2.207,0.00791,0
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,red,8.18,15.306,0.2273,off_dry,medium,0,1.908,0.00784,0
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,red,8.66,14.717,0.1667,off_dry,medium,0,2.408,0.00842,0
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,red,8.51,22.941,0.4138,off_dry,medium,0,2.007,0.00872,0
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,red,8.19,13.962,0.2222,off_dry,medium,0,2.009,0.01074,0
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,red,7.45,11.148,0.5,off_dry,medium,0,1.507,0.006,0
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,red,9.495,13.333,0.2857,off_dry,medium,0,2.004,0.0083,0
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,red,9.395,13.228,0.2727,off_dry,medium,0,2.005,0.00856,0
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,8.38,17.907,0.4603,off_dry,medium,0,2.61,0.00695,0
8.9,0.59,0.5,2.0,0.10800000000000001,27.0,81.0,0.9964,3.04,0.855,9.5,6,red,9.99,15.085,0.3333,off_dry,medium,0,2.007,0.01137,0
9.0,0.6799999999999999,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,red,9.82,13.235,0.3913,off_dry,medium,0,2.604,0.00908,0
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,7.67,13.269,0.2703,off_dry,high,0,2.608,0.00736,0
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,red,5.72,10.833,0.1792,off_dry,very_high,1,1.612,0.00443,1
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,red,8.44,21.053,0.2449,off_dry,medium,0,1.807,0.00788,0
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,red,9.07,22.973,0.3103,off_dry,medium,0,2.806,0.00937,0
8.2,0.6799999999999999,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,8.97,12.059,0.1892,off_dry,low,0,2.307,0.00722,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,7.83,11.429,0.3684,off_dry,low,0,1.906,0.01078,0
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,red,7.845,11.163,0.3846,off_dry,medium,0,1.906,0.01054,0
8.9,0.635,0.37,1.7,0.10800000000000001,5.0,62.0,0.9971,3.0,0.855,9.3,5,red,9.905,14.016,0.0806,off_dry,medium,0,1.705,0.01161,0
9.65,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,red,10.59,25.395,0.25,off_dry,high,0,2.102,0.00853,0
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,red,8.38,13.276,0.2569,off_dry,medium,0,1.808,0.01041,0
9.65,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,10.3,45.952,0.4167,off_dry,medium,0,2.2,0.00815,1
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.855,9.9,6,red,7.96,11.061,0.2609,off_dry,medium,0,2.003,0.00848,0
7.1,0.6799999999999999,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,red,7.85,10.441,0.3137,off_dry,medium,0,1.906,0.00789,0
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,red,8.97,13.667,0.1507,off_dry,medium,0,2.309,0.00774,0
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,red,8.29,14.528,0.2308,off_dry,medium,0,1.707,0.00755,0
9.65,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,red,10.41,30.156,0.4324,off_dry,medium,0,1.602,0.0063,0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,7.7,11.833,0.4706,off_dry,medium,0,1.805,0.00747,0
9.65,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,red,10.48,27.571,0.2381,off_dry,medium,0,3.104,0.00857,0
7.7,0.6799999999999999,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,red,8.8,11.324,0.093,off_dry,medium,0,1.908,0.00968,0
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,red,8.8,14.035,0.1429,off_dry,medium,0,3.21,0.00785,0
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,red,10.11,27.647,0.3846,off_dry,medium,0,2.204,0.00815,0
6.6,0.6799999999999999,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,red,7.28,9.706,0.2143,off_dry,medium,0,2.107,0.00815,0
7.7,0.41,0.6400000000000001,1.8,0.10800000000000001,8.0,45.0,0.9968,3.06,0.855,9.4,5,red,8.75,18.78,0.1778,off_dry,medium,0,1.806,0.01149,0
9.65,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,red,10.43,31.129,0.4242,off_dry,medium,0,2.601,0.0081,1
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,red,8.46,23.939,0.4,off_dry,medium,0,1.706,0.00828,0
7.0,0.6799999999999999,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,red,7.72,10.294,0.1791,off_dry,medium,0,2.009,0.00926,0
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,red,8.55,15.385,0.2857,off_dry,medium,0,1.707,0.007,0
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,red,8.5,21.351,0.4694,off_dry,medium,0,1.807,0.00828,0
9.65,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.855,10.9,5,red,10.7,17.232,0.1852,off_dry,high,0,2.4,0.00587,0
9.65,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,red,10.43,37.115,0.6,off_dry,medium,0,1.806,0.00696,1
8.1,0.6799999999999999,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,red,8.78,11.912,0.4262,off_dry,medium,0,3.299,0.0098,0
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.855,12.8,8,red,8.71,22.571,0.4054,off_dry,very_high,1,3.61,0.00609,1
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.66,0.855,9.4,6,red,7.48,12.778,0.2593,off_dry,medium,0,3.004,0.00819,0
9.65,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.855,10.1,6,red,10.34,53.611,0.1739,off_dry,medium,0,4.002,0.0103,0
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,8.505,14.495,0.4426,off_dry,high,0,4.014,0.00813,0
9.65,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,red,10.6,26.081,0.2615,off_dry,medium,0,4.003,0.00703,0
8.4,0.6799999999999999,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,red,9.28,12.353,0.2632,off_dry,medium,0,2.406,0.00809,0
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,red,8.33,11.538,0.2872,medium,medium,0,7.006,0.00936,0
9.65,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,red,10.42,30.156,0.3846,medium,very_high,1,6.415,0.00579,1
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,9.62,22.25,0.2128,medium,medium,0,5.605,0.00829,1
9.65,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,red,10.35,37.115,0.3158,off_dry,medium,0,3.605,0.00763,0
7.7,0.27,0.6400000000000001,3.5,0.10800000000000001,5.0,10.0,0.9972,3.25,0.855,9.9,7,red,8.61,28.518,0.5,off_dry,medium,0,3.51,0.01091,1
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,red,8.24,14.615,0.2264,off_dry,medium,0,3.009,0.00736,0
9.65,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,10.31,16.356,0.4507,off_dry,medium,0,3.399,0.01041,0
9.65,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,red,10.65,21.444,0.5102,off_dry,medium,0,2.001,0.00709,0
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,red,8.02,18.75,0.5472,off_dry,medium,0,3.01,0.00893,0
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.855,10.6,7,red,9.31,16.731,0.4082,off_dry,high,0,2.506,0.00858,1
9.65,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.855,9.2,5,red,10.6,22.976,0.3367,off_dry,medium,0,3.297,0.01141,0
9.65,0.2,0.48,2.0,0.10800000000000001,6.0,18.0,0.9979,3.3,0.71,10.5,5,red,10.33,48.25,0.3333,off_dry,medium,0,2.004,0.01029,0
9.65,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,red,10.43,17.545,0.375,off_dry,medium,0,2.702,0.00883,0
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,red,7.51,19.167,0.3125,off_dry,medium,0,2.409,0.0097,0
9.65,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,red,10.51,28.382,0.3208,off_dry,medium,0,3.196,0.00989,0
9.65,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,red,10.61,19.3,0.1852,off_dry,medium,0,2.5,0.00768,0
9.65,0.6799999999999999,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,red,10.7,14.191,0.3714,off_dry,medium,0,2.605,0.00869,0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.66,0.73,9.6,5,red,7.79,11.27,0.2759,off_dry,medium,0,2.003,0.00865,0
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.66,0.8,9.7,5,red,7.87,11.077,0.1613,off_dry,medium,0,2.302,0.00969,0
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.66,0.71,9.6,5,red,7.63,10.298,0.2424,off_dry,medium,0,2.103,0.00833,0
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,red,8.09,14.151,0.4545,off_dry,high,0,2.609,0.00804,0
9.65,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,red,10.31,53.611,0.4667,off_dry,medium,0,1.504,0.00673,0
8.3,0.6799999999999999,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,red,9.1,12.206,0.4286,off_dry,medium,0,2.602,0.0092,0
7.4,0.67,0.12,1.6,0.10800000000000001,5.0,21.0,0.996,3.39,0.54,9.5,5,red,8.19,11.045,0.2381,off_dry,medium,0,1.606,0.01137,0
8.4,0.65,0.6,2.1,0.10800000000000001,12.0,90.0,0.9973,3.2,0.52,9.2,5,red,9.65,12.923,0.1333,off_dry,medium,0,2.106,0.01174,0
9.65,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,red,10.66,18.208,0.24,off_dry,medium,0,2.501,0.00677,0
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,red,8.54,12.258,0.1296,off_dry,medium,0,2.208,0.00872,0
9.65,0.41,0.42,2.4,0.10800000000000001,6.0,14.0,0.9994,3.19,0.62,9.5,6,red,10.48,23.537,0.4286,off_dry,medium,0,2.401,0.01137,0
9.65,0.43,0.44,2.4,0.10800000000000001,5.0,12.0,0.9994,3.19,0.63,9.5,6,red,10.52,22.442,0.4167,off_dry,medium,0,2.401,0.01137,0
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,red,8.07,25.517,0.3,off_dry,medium,0,1.705,0.00653,0
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,red,8.67,14.906,0.1429,off_dry,medium,0,2.008,0.00766,0
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,red,9.77,19.565,0.1939,off_dry,medium,0,2.805,0.00979,0
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,red,9.37,18.298,0.2222,off_dry,medium,0,3.007,0.00809,0
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,red,8.05,20.555,0.3611,off_dry,high,0,2.609,0.00791,0
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,red,7.74,20.286,0.3774,off_dry,high,0,2.51,0.00873,0
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,red,10.39,17.143,0.4022,off_dry,medium,0,3.401,0.0101,0
9.6,0.6799999999999999,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,red,10.4,14.118,0.4054,off_dry,medium,0,2.904,0.00788,0
9.65,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,red,10.7,14.621,0.3559,off_dry,high,0,3.204,0.00722,1
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,red,10.17,15.246,0.2874,off_dry,medium,0,3.401,0.00928,0
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,red,8.47,12.581,0.3333,off_dry,medium,0,2.306,0.00849,0
9.65,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6,red,10.66,16.356,0.4795,off_dry,medium,0,2.803,0.00947,0
9.65,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,red,10.34,19.694,0.26,medium,medium,0,10.984,0.00772,0
9.65,0.53,0.6400000000000001,3.65,0.10800000000000001,6.0,14.0,0.9978,3.05,0.74,11.5,7,red,10.82,18.208,0.4286,off_dry,high,0,3.658,0.00939,1
9.65,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,red,10.59,21.932,0.3846,off_dry,high,0,4.509,0.0093,0
9.65,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,6,red,10.54,35.741,0.2857,off_dry,medium,0,2.599,0.00845,0
9.65,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,red,10.5,20.978,0.4667,off_dry,medium,0,2.004,0.00642,0
9.65,0.36,0.64,2.9,0.10800000000000001,10.0,41.0,0.998,3.23,0.66,12.5,6,red,10.65,26.805,0.2439,off_dry,very_high,1,2.906,0.00864,0
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,red,8.86,13.793,0.1842,off_dry,medium,0,3.209,0.00702,0
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,red,9.04,15.0,0.3636,off_dry,high,0,2.109,0.00955,0
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,red,8.56,12.154,0.4474,off_dry,high,0,2.509,0.00667,1
9.65,0.6799999999999999,0.53,3.4,0.10800000000000001,7.0,21.0,0.9992,3.17,0.84,12.2,7,red,10.86,14.191,0.3333,off_dry,very_high,1,3.403,0.00885,1
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,red,9.78,20.698,0.375,off_dry,very_high,1,1.91,0.00416,0
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,red,8.55,18.139,0.5,off_dry,medium,0,2.807,0.00777,0
9.65,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,0.855,11.5,6,red,10.72,19.694,0.2828,off_dry,high,0,2.998,0.00896,0
9.65,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,0.855,9.8,7,red,10.47,34.464,0.4138,off_dry,medium,0,2.301,0.00837,1
9.65,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,0.855,9.2,6,red,10.49,28.382,0.4762,off_dry,medium,0,2.4,0.00717,0
9.65,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.855,11.3,6,red,10.55,22.976,0.2778,off_dry,high,0,2.708,0.00575,0
9.65,0.39,0.47,1.8,0.10800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,red,10.51,24.744,0.4286,off_dry,medium,0,1.803,0.01102,0
9.65,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,6,red,10.72,16.93,0.1875,off_dry,high,0,2.598,0.00766,0
7.0,0.6799999999999999,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,red,7.68,10.294,0.6349,off_dry,medium,0,1.904,0.00677,0
6.6,0.6799999999999999,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.855,12.3,7,red,7.3,9.706,0.5,off_dry,very_high,1,2.712,0.00585,1
9.65,0.49,0.6400000000000001,3.0,0.093,6.0,15.0,0.9986,3.02,0.855,12.0,6,red,10.78,19.694,0.4,off_dry,high,1,3.004,0.00775,0
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.855,10.0,6,red,10.47,17.143,0.3261,off_dry,medium,0,2.806,0.0089,0
9.1,0.6799999999999999,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.855,9.4,6,red,9.78,13.382,0.3929,off_dry,medium,0,2.602,0.00989,0
9.65,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.855,9.9,6,red,10.54,14.403,0.5,off_dry,medium,0,2.699,0.01081,0
9.1,0.6799999999999999,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,red,9.78,13.382,0.4231,off_dry,medium,0,2.602,0.01021,0
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,red,8.365,11.579,0.4211,off_dry,medium,0,2.406,0.00968,0
9.65,0.53,0.6400000000000001,4.8,0.10800000000000001,23.0,77.0,1.0018,3.18,0.77,13.0,5,red,10.82,18.208,0.2987,off_dry,very_high,1,4.791,0.00831,0
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,red,6.71,29.047,0.2455,off_dry,high,0,1.412,0.00555,0
6.7,0.6799999999999999,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,red,7.39,9.853,0.5312,off_dry,very_high,1,2.411,0.00609,0
9.65,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.855,11.0,5,red,10.58,23.537,0.5273,off_dry,high,0,3.0,0.00727,0
9.65,0.42,0.6400000000000001,2.95,0.10800000000000001,12.0,29.0,0.997,3.24,0.75,11.7,7,red,10.71,22.976,0.4138,off_dry,high,0,2.959,0.00923,1
9.65,0.43,0.6400000000000001,3.1,0.10800000000000001,10.0,23.0,1.0,3.15,0.85,10.4,7,red,10.72,22.442,0.4348,off_dry,medium,0,3.1,0.01038,1
9.65,0.38,0.6400000000000001,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,red,10.67,25.395,0.2439,off_dry,medium,0,2.597,0.00898,0
8.2,0.6799999999999999,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,red,9.11,12.059,0.1728,off_dry,medium,0,2.005,0.01053,0
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.855,9.9,6,red,9.36,19.111,0.42,off_dry,medium,0,2.605,0.00869,0
9.65,0.58,0.6400000000000001,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,red,10.87,16.638,0.1622,off_dry,medium,0,2.502,0.0072,0
9.65,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.855,10.2,5,red,10.74,20.978,0.4,off_dry,medium,0,2.002,0.00696,0
9.65,0.615,0.6400000000000001,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,red,10.905,15.691,0.1667,medium,medium,0,5.787,0.0083,1
9.65,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.855,11.8,6,red,10.57,22.976,0.3333,off_dry,high,0,3.407,0.00907,0
9.65,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,red,10.835,16.783,0.4583,off_dry,low,0,2.6,0.00844,0
9.65,0.34,0.52,2.8,0.10800000000000001,15.0,75.0,0.9998,3.18,0.64,9.4,5,red,10.51,28.382,0.2,off_dry,medium,0,2.801,0.01149,0
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,0.855,12.0,7,red,10.2,34.815,0.3333,off_dry,high,1,2.409,0.00617,1
6.9,0.6799999999999999,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,red,7.6,10.147,0.5556,off_dry,medium,0,2.306,0.00636,0
